;ID;CHANCE_TO_HELP_PROBABILITY;COST_REDUCTION_ALTRUISTIC_ACT;SEED;SPAWN_ALTRUIST;SPAWN_NONALTRUIST;age_at_death;altruist_fitness;altruistic_acts_altruists;altruistic_acts_base_agents;average_fitness_cost;average_fitness_cost_round;children_per_woman;died_of_chance;died_of_fitness_loss;died_of_old_age;fitness_at_death;median_age;median_fitness;net_growth;nonAltruist_fitness;population;population_altruists;population_nonAltruists;year
;5444 Mittelwert;8;0,7;;10;40;74,156;68,608;173,5933333;56,518;5,512;5,304;1,676;4;;15,2;120,478;28,882;120,656;105,8;127,572;4451,4;283,8;970,6;250
;5445 Mittelwert;8;0,8;;10;40;73,5425;42,476;132,18;53,27;5,494;5,606;1,718;5,75;;18,75;114,5175;28,942;116,44;120,2;124,448;5090,8;316,8;1212,8;250
;5446 Mittelwert;8;0,9;;10;40;77,268;40,162;175,685;49,55;5,51;5,402;1,656;4;;17,8;112,816;30,002;111,39;66,2;118,57;3427,6;140;759;250
;5447 Mittelwert;8;1;;10;40;67,084;37,974;126,25;48,334;5,498;5,512;1,718;6;;9,8;110,822;28,332;108,092;100,4;118,326;3834;246,6;689,8;250
;5448 Mittelwert;9;0,5;;10;40;64,526;125,17;172,72;84,886;5,506;5,13;1,704;6;;14;133,548;27,524;131,834;131,4;138,618;4708;359,4;619,8;250
;5449 Mittelwert;9;0,6;;10;40;76,714;93,136;253,97;54,15;5,47;5,462;1,624;6,25;;19,4;123,176;29,064;124,612;135,4;131,064;5464,6;270,6;817,2;250
;5450 Mittelwert;9;0,7;;10;40;75,436;88,304;178,1775;47,974;5,516;5,718;1,7;8,5;;19,2;122,934;28,148;119,836;206;126,958;7172,2;515,8;1455,2;250
;5451 Mittelwert;9;0,8;;10;40;77,628;43,502;187,55;48,592;5,482;5,382;1,73;5,5;;20,8;119,81;27,754;117,798;108,8;125,382;4960,4;178,8;941,8;250
;5452 Mittelwert;9;0,9;;10;40;75,142;20,012;132,38;68,02;5,526;5,282;1,572;5;;14,4;108,272;31,944;110,43;112,2;120,424;4141,8;214,6;851;250
;5453 Mittelwert;9;1;;10;40;75,76;73,348;229,055;64,958;5,522;5,248;1,598;5,5;;18;106;30,842;108,798;79,2;118,308;3954;111,4;1115;250
;5454 Mittelwert;10;0,5;;10;40;70,432;121,422;157,638;45,224;5,464;5,372;1,726;9;;23,6;129,504;26,68;130,682;252,6;135,524;8577,2;460,2;3167;250
;5455 Mittelwert;10;0,6;;10;40;71,546;89,636;411,38;77,574;5,488;5,442;1,652;8;;20,4;119,556;29,216;126,888;198;133,314;7154,2;381,8;2428,8;250
;5456 Mittelwert;10;0,7;;10;40;64,622;107,518;198,968;48,504;5,48;5,544;1,742;7,2;;17,4;118,002;26,472;123,374;193,4;130,282;6365,4;286,8;1999;250
;5457 Mittelwert;10;0,8;;10;40;69,02;103,176;295,754;42,996;5,502;5,298;1,724;6,4;;21,2;117,294;26,984;120,194;221,8;128,064;7905;159,8;2734,8;250
;5458 Mittelwert;10;0,9;;10;40;69,6;79,92;243,43;64,388;5,484;5,2;1,712;3,8;;8,6;113,94;27,908;117,432;84,8;126,436;3456,8;124,4;1348;250
;5459 Mittelwert;10;1;;10;40;69,788;80,944;1476,486;63,52;5,49;5,46;1,638;5,6;;13,8;108,73;30,868;112,064;59,6;122,404;3223,6;198,4;1110,6;250
;5460 Mittelwert;1;0,5;;15;40;73,068;82,434;28,7825;7,592;5,498;5,054;1,662;2,75;;12;103,298;29,358;103,436;81;104,39;3431,2;211,8;557,2;250
;5461 Mittelwert;1;0,6;;15;40;80,5175;80,948;26,25;10,2;5,544;6,61;1,61;2;;16,25;101,8775;33;102,7;46,8;103,77;2347,6;155,6;477,6;250
;5462 Mittelwert;1;0,7;;15;40;77,235;101,418;38,702;11,37;5,486;5,444;1,55;4,5;;11,5;102,2225;33,396;102,304;34,2;103,422;1783,8;125,6;374,4;250
;5463 Mittelwert;1;0,8;;15;40;76,5825;100,422;23,964;9,102;5,452;6,305;1,666;5,666666667;;18,75;100,3125;30,59;101,666;58,4;102,924;3025,4;228,6;545,2;250
;5464 Mittelwert;1;0,9;;15;40;80,77;79,348;25,555;8,596;5,488;4,762;1,634;4;;14,6;100,502;30,684;100,856;69,6;101,692;3472,2;276;554;250
;5465 Mittelwert;1;1;;15;40;70,254;78,848;21,4125;8,554;5,538;5,73;1,586;5,75;;10,8;99,536;30,884;100,72;53,2;102,092;3170,8;235,6;628,2;250
;5466 Mittelwert;2;0,5;;15;40;74,434;105,668;40,088;13,12;5,5;5,682;1,666;4,6;;15,4;107,64;29,87;107,138;104;108,33;4387,6;236,6;1198,2;250
;5467 Mittelwert;2;0,6;;15;40;76,788;103,952;32,492;10,978;5,474;5,6;1,712;4,6;;18,2;105,89;28,366;106,228;142,2;107,856;5793,2;365,8;1319,4;250
;5468 Mittelwert;2;0,7;;15;40;72,91;103,264;44,416;14,61;5,442;5,148;1,648;5,75;;15,6;105,842;30,8;105,514;87,4;107,398;4203,2;200;1130,6;250
;5469 Mittelwert;2;0,8;;15;40;77,952;101,718;62,462;14,892;5,494;5,234;1,63;4,2;;19,6;104,56;30,886;104,918;80,2;106,862;4355,8;214,8;991,6;250
;5470 Mittelwert;2;0,9;;15;40;74,4;99,848;40,042;13,092;5,464;5,416;1,662;4,8;;17,8;102,242;29,5;103,906;94;106,07;4525,6;252,2;1002,8;250
;5471 Mittelwert;2;1;;15;40;77,214;97,996;172,726;26,918;5,45;4,902;1,524;6,333333333;;13;102,81;33,624;102,846;83,2;105,652;3710,4;149,6;899;250
;5472 Mittelwert;3;0,5;;15;40;67,806;65,452;53,73;34,49;5,412;5,64;1,634;2;;11,75;109,314;31,266;110,966;29,2;113,296;1671,4;99,2;391,4;250
;5473 Mittelwert;3;0,6;;15;40;75,3475;105,334;922,162;55,804;5,484;5,5775;1,564;3,333333333;;8,5;107,195;32,418;109,338;49,6;112,182;2083,4;105,2;375;250
;5474 Mittelwert;3;0,7;;15;40;80,324;104,884;85,186;23,388;5,498;5,51;1,696;2,75;;7,4;107,038;28,818;108,262;54;111,448;2216,2;80,4;462,6;250
;5475 Mittelwert;3;0,8;;15;40;71,148;102,908;76,714;18,896;5,464;5,384;1,672;2,6;;9,2;105,456;29,832;106,86;70;109,63;2973,6;84,8;618,2;250
;5476 Mittelwert;3;0,9;;15;40;70,882;102,552;194,468;22,384;5,488;5,162;1,674;1,8;;8,8;103,948;29,968;105,704;48,8;109,244;2170,8;53;424,6;250
;5477 Mittelwert;3;1;;15;40;85,958;97,77;144,602;38,45;5,518;5,456;1,496;1;;6,2;105,964;35,146;104,534;25,2;109,57;1449,8;57,6;345,8;250
;5478 Mittelwert;4;0,5;;15;40;77,486;68,284;66,41666667;33,362;5,446;6,026;1,592;5,75;;16,4;112,334;31,18;113,284;107,2;116,026;4529,2;421,6;988,2;250
;5479 Mittelwert;4;0,6;;15;40;76,162;65,9;74,81;33,85;5,48;5,548;1,624;5,666666667;;12,6;109,536;31,342;111,098;92,6;114,682;3748,6;293,8;615,2;250
;5480 Mittelwert;4;0,7;;15;40;67,416;63,716;135,8666667;43,072;5,508;5,17;1,618;5;;11;111,008;30,554;109,664;83,2;113,126;3194,6;90,2;605,4;250
;5481 Mittelwert;4;0,8;;15;40;78,712;61,974;89,31666667;50,376;5,47;4,768;1,616;2,5;;10,6;107,106;30,874;106,41;54,4;111,486;2478,2;206,6;502,6;250
;5482 Mittelwert;4;0,9;;15;40;75,802;60,188;75,00666667;55,104;5,468;5,705;1,56;4;;15,2;104,262;33,57;105,27;84,2;109,518;3536;189,8;785,6;250
;5483 Mittelwert;4;1;;15;40;75,28;40,152;120,625;77,336;5,494;5,97;1,528;3;;8,5;100,615;31,914;104,214;39,4;109,564;1741,2;60,4;334,8;250
;5484 Mittelwert;5;0,5;;15;40;73,532;113,218;81,126;30,084;5,478;5,31;1,702;4,6;;15,2;114,446;27,818;117,136;115,8;120,444;4886;348,6;887,4;250
;5485 Mittelwert;5;0,6;;15;40;70,258;109,426;105,63;41,154;5,472;5,692;1,636;5,2;;15,6;115,722;30,242;114,814;107,4;118,91;4803,2;409,4;643,2;250
;5486 Mittelwert;5;0,7;;15;40;71,728;104,716;105,992;31,282;5,456;5,308;1,678;6;;18,2;111,112;29,356;112,15;152,2;116,432;6440,2;381,8;998;250
;5487 Mittelwert;5;0,8;;15;40;76,864;100,932;149,6;40,942;5,51;5,472;1,618;8;;21,6;107,564;31,014;109,26;136,6;115,122;5879,4;265;1073,8;250
;5488 Mittelwert;5;0,9;;15;40;77,172;99,428;120,524;36,54;5,496;5,984;1,684;3,8;;15;106,938;30,234;107,7;66;112,972;3432,2;131,6;875,6;250
;5489 Mittelwert;5;1;;15;40;73,258;94,438;242,026;59,298;5,548;5,61;1,504;4,5;;12,6;103,936;34,568;103,892;41,8;110,954;2988,4;170,8;407,6;250
;5490 Mittelwert;6;0,5;;15;40;72,454;89,876;144,5675;28,972;5,5;5,602;1,75;7,6;;24,6;119,88;25,9;120,418;238,8;124,35;8321,4;423,6;2019,6;250
;5491 Mittelwert;6;0,6;;15;40;74,984;109,392;227,542;49,518;5,478;5,414;1,56;4;;11,4;115,92;32,104;116,17;75,8;121,492;3527,4;157;828,4;250
;5492 Mittelwert;6;0,7;;15;40;76,8;104,222;813,676;45,916;5,53;5,502;1,68;4;;9;113,77;28,434;114,752;65,8;119,966;2754;129,8;685,6;250
;5493 Mittelwert;6;0,8;;15;40;76,046;101,85;253,334;102,24;5,508;5,612;1,584;6,5;;20,4;112,596;31,722;110,938;90,8;116,228;4699,4;360,6;1065,2;250
;5494 Mittelwert;6;0,9;;15;40;76,42;77,108;184,9225;38,196;5,5;5,486;1,64;4,6;;22;103,138;30,742;107,456;120,2;113,732;5536;212,8;1394,8;250
;5495 Mittelwert;6;1;;15;40;74,068;56,042;162,08;44,896;5,5;5,436;1,604;6,4;;24,4;103,408;31,65;105,998;106,6;113,312;5350,6;226;1290,8;250
;5496 Mittelwert;7;0,5;;15;40;69,206;97,802;97,9375;41,392;5,504;5,476;1,738;6,4;;18,6;120,234;26,97;125,858;197,6;131,2;6986,4;850;754,8;250
;5497 Mittelwert;7;0,6;;15;40;67,492;114,578;103,342;40,248;5,516;5,594;1,688;7,6;;24,6;121,922;27,792;121,97;201,6;127,844;7337,4;749,6;1493;250
;5498 Mittelwert;7;0,7;;15;40;80,064;87,818;149,1375;117,836;5,52;5,176;1,444;5;;18,8;114,646;35,122;117,53;119,2;125,658;4784;457,4;777,2;250
;5499 Mittelwert;7;0,8;;15;40;69,748;105,896;153,874;39,568;5,498;5,594;1,73;6;;18;114,406;27,618;115,874;149,4;122,97;6221,4;446,6;1276;250
;5500 Mittelwert;7;0,9;;15;40;71,108;98,974;223,378;48,826;5,5;5,414;1,668;6;;12;110,136;29,34;111,274;95,2;119,926;4141,2;356,8;865,6;250
;5501 Mittelwert;7;1;;15;40;73,864;95,092;131,686;43,062;5,502;5,512;1,694;3,2;;16,2;103,312;28,952;107,618;154;117,25;5849,2;375,6;1161,2;250
;5502 Mittelwert;8;0,5;;15;40;68,01;120,992;181,558;40,006;5,526;5,548;1,746;7,4;;19,6;124,918;26,32;127,958;196;133,142;7157,2;405,2;1085,8;250
;5503 Mittelwert;8;0,6;;15;40;77,03;115,972;316,774;135,478;5,508;6,402;1,502;9,666666667;;14,8;119,824;34,928;124,244;147,8;131,336;5341,2;515,4;1040;250
;5504 Mittelwert;8;0,7;;15;40;73,57;112,562;169,468;50,072;5,522;5,158;1,74;9,5;;21,2;119,422;26,554;122,736;192,6;130,502;7502,2;471,4;1107,2;250
;5505 Mittelwert;8;0,8;;15;40;71,1;103,07;218,262;58,422;5,484;5,412;1,662;7,5;;17,4;116,134;28,994;115,836;97,4;123,164;4739,8;185;928,2;250
;5506 Mittelwert;8;0,9;;15;40;73,12;79,864;174,3575;78,952;5,496;5,29;1,686;6,25;;15,2;110,45;30,104;111,958;124,4;121,726;5094,8;248,4;1196,2;250
;5507 Mittelwert;8;1;;15;40;72,252;91,658;265,248;58,432;5,526;5,816;1,666;5,5;;13,4;104,028;29,694;109,66;98,2;120,226;4251,2;230,2;752,6;250
;5508 Mittelwert;9;0,5;;15;40;69,078;121,242;118,398;36,864;5,494;5,534;1,75;8,6;;26,4;127,952;26,078;130,402;272;136,35;9965,6;592,2;2056,6;250
;5509 Mittelwert;9;0,6;;15;40;70,126;114,148;247,944;86,792;5,488;5,702;1,592;8,4;;20;122,888;30,526;126,236;174,6;133,874;7088,4;238,8;1541,4;250
;5510 Mittelwert;9;0,7;;15;40;65,804;85,55;196,53;51,464;5,492;5,5;1,69;6,4;;16,6;120,244;28,618;121,712;181;129,58;6775,4;206,2;1606,4;250
;5511 Mittelwert;9;0,8;;15;40;78,632;101,462;855,372;110,584;5,484;5,258;1,61;3,75;;17,6;114,072;31,998;118,898;108,8;127,704;4089,4;127,4;918;250
;5512 Mittelwert;9;0,9;;15;40;67,95;77,872;252,6;56,156;5,492;5,246;1,686;5,8;;16,6;111,616;28,654;114,834;111;124,25;4774,4;121,8;1024,8;250
;5513 Mittelwert;9;1;;15;40;69,135;93,202;338,374;222,668;5,468;5,286;1,48;4,75;;11;106,8525;34,676;108,882;52,6;121,02;2590;79,4;897,4;250
;5514 Mittelwert;10;0,5;;15;40;63,254;129,194;139,906;48,086;5,496;5,524;1,746;9,4;;21;133,542;25,86;136,938;223,8;142,534;7966,2;668,2;1789,8;250
;5515 Mittelwert;10;0,6;;15;40;72,868;120,02;266,048;57,434;5,472;5,496;1,666;3,8;;20,4;126,892;28,404;130,292;179,8;138,144;6753,2;264,4;1316,4;250
;5516 Mittelwert;10;0,7;;15;40;69,752;91,954;367,3925;130,164;5,5;5,878;1,692;7,25;;12,8;123,598;27,174;124,02;189,8;79,668;6175,6;258,6;1110,6;250
;5517 Mittelwert;10;0,8;;15;40;71,586;63,416;142,3266667;94,052;5,544;5,828;1,692;7,75;;16,8;115,478;27,826;120,3;164,2;130,242;6282,2;472,4;1655,8;250
;5518 Mittelwert;10;0,9;;15;40;74,928;72,398;478,735;58,436;5,516;5,278;1,674;7,5;;19,6;116,838;29,432;115,37;133;126,082;5956,6;282;1899,8;250
;5519 Mittelwert;10;1;;15;40;73,084;95,332;316,146;57,216;5,524;5,48;1,706;4,75;;17,6;113,774;28,73;115,418;93,2;126,17;3993,2;152;1136,2;250
;5520 Mittelwert;1;0,5;;20;40;70,86;61,346;22,36;14,768;5,454;5,1975;1,624;2,75;;12,5;102,9575;33,166;103,068;50,8;103,91;2320,6;163;502,8;250
;5521 Mittelwert;1;0,6;;20;40;74,4275;61,042;29,68666667;17,942;5,468;7,0725;1,554;2,5;;9;100,31;35,216;102,636;15,4;103,936;1147,6;94,6;188,8;250
;5522 Mittelwert;1;0,7;;20;40;80,3575;59,442;502,6366667;23,2325;5,532;5,3;1,214;7;;12;101,0825;29,324;81,554;41,8;82,292;2176,8;178,4;401,4;249,2
;5523 Mittelwert;1;0,8;;20;40;77,578;99,478;67,956;20,096;5,498;6,1075;1,416;2,75;;9,4;101,198;36,04;101,432;23;102,452;1600,6;147;275;250
;5524 Mittelwert;1;0,9;;20;40;81,758;99,752;52,396;18,048;5,564;5,95;1,45;1,666666667;;6,8;103,214;35,616;101,298;16,4;102,894;1278,4;96,4;238;250
;5525 Mittelwert;1;1;;20;40;81,506;99,136;46,73;15,784;5,508;5,234;1,488;2,5;;10,8;101,342;34,538;101,06;28,4;102,176;1689,2;67,4;385,8;250
;5526 Mittelwert;2;0,5;;20;40;80,068;83,96;53,125;18,006;5,466;6,428;1,664;2,75;;11;107,976;30,214;107,43;43,8;108,438;2295,6;163,4;544,4;250
;5527 Mittelwert;2;0,6;;20;40;70,472;83,204;50,8625;20,11;5,442;4,858;1,61;3;;8;105,498;30,404;106,198;68,4;107,67;2886;255;563,8;250
;5528 Mittelwert;2;0,7;;20;40;73,61;103,656;293,488;33,52;5,444;5,246;1,476;3,25;;12,2;103,292;34,974;104,714;53,8;106,748;2528,8;172,8;503,2;250
;5529 Mittelwert;2;0,8;;20;40;77,816;101,13;45,234;16,516;5,436;5,694;1,678;1,8;;11,6;102,79;29,66;103,872;49,2;106,152;2447,6;190,8;531,8;250
;5530 Mittelwert;2;0,9;;20;40;78,028;80,818;35,145;13,932;5,464;5,418;1,704;3;;10,6;103,332;28,616;102,976;80,4;105,448;3174,6;270,4;694,4;250
;5531 Mittelwert;2;1;;20;40;81,942;59,398;592,65;48,676;5,46;5,564;1,504;2,25;;8,2;99,134;36,296;102,35;22;105,116;1503,2;134,8;345,4;250
;5532 Mittelwert;3;0,5;;20;40;68,144;108,428;62,306;18,454;5,47;5,47;1,69;5,2;;14,6;109,976;28,73;110,406;71,8;112,14;3261,6;260,4;826;250
;5533 Mittelwert;3;0,6;;20;40;69,37;84,632;56,0825;18,3;5,504;5,636;1,72;3,6;;13,6;107,724;27,668;109,314;95,2;111,824;3897,4;255,2;806,4;250
;5534 Mittelwert;3;0,7;;20;40;72,142;104,088;75,374;21,562;5,472;5,378;1,69;4;;11,6;110,35;29,014;107,864;70;88,414;3028,6;205,8;670,8;250
;5535 Mittelwert;3;0,8;;20;40;75,64;81,97;55,275;21,6;5,514;5,714;1,642;4,25;;13,4;109,504;29,478;105,898;85,6;108,788;3729,4;218;664,4;250
;5536 Mittelwert;3;0,9;;20;40;71,052;81,116;61,665;22,874;5,494;5,55;1,642;6;;10;103,742;29,552;104,9;64,4;108,646;3172,8;201,8;527,4;250
;5537 Mittelwert;3;1;;20;40;77,308;78,426;74,695;25,124;5,486;4,962;1,636;2;;11,4;102,528;31,042;104,072;37,4;107,952;2496;153,8;525,2;250
;5538 Mittelwert;4;0,5;;20;40;73,735;110,614;495,692;38,122;5,512;5,936;1,67;2,25;;4,75;114,3025;28,926;115,132;40,6;118,276;1628,6;218,4;231,2;250
;5539 Mittelwert;4;0,6;;20;40;73,098;109,372;167,778;60,976;5,476;6,266;1,594;3,333333333;;4,6;114,486;31,726;113,188;34;116,198;1294,2;139,2;284,2;250
;5540 Mittelwert;4;0,7;;20;40;83,782;104,932;230,556;82,362;5,514;6,126;1,42;1,5;;4,2;107,43;35,728;110,528;19;115,754;844,8;95;106,2;250
;5541 Mittelwert;4;0,8;;20;40;79,416;78,762;213,19;77,986;5,488;6,218;1,458;1;;2,2;108,634;35,948;107,46;7;112,008;441,8;62,8;114;250
;5542 Mittelwert;4;0,9;;20;40;69,8;97,932;167,556;74,634;5,532;6,12;1,49;1,25;;3,6;105,87;34,874;104,954;9;108,312;578,4;90,4;99,8;250
;5543 Mittelwert;4;1;;20;40;90,61;95,534;254,58;101,006;5,53;4,9675;1,392;2;;5,8;91,83;37,34;102,734;13;108,942;956,2;91,6;321,8;250
;5544 Mittelwert;5;0,5;;20;40;70,858;113,904;68,44;23,98;5,518;5,546;1,744;7,6;;23,4;116,062;26,332;117,8;240,2;120,998;8082,8;707,2;1846,2;250
;5545 Mittelwert;5;0,6;;20;40;70,702;109,954;77,86;25,872;5,48;5,552;1,728;6,6;;20,8;114,36;27,228;115,308;178,6;118,938;6640,2;371,2;1475;250
;5546 Mittelwert;5;0,7;;20;40;73,872;106,548;101,482;32,976;5,488;5,472;1,67;3;;13,8;109,852;29,402;112,582;99,2;116,522;4465,4;310,6;1151;250
;5547 Mittelwert;5;0,8;;20;40;71,62;101,82;108,374;35,912;5,458;5,484;1,65;3,8;;11;108,63;29,63;109,148;76,4;114,67;3561,2;285,6;739,2;250
;5548 Mittelwert;5;0,9;;20;40;73,144;98,79;87,388;28,85;5,472;5,376;1,696;5,6;;22,6;106,098;28,614;107,514;111,2;113,216;5431,8;526;1386;250
;5549 Mittelwert;5;1;;20;40;73,458;94,93;160,886;34,348;5,512;5,272;1,64;6;;20,2;103,686;30,084;105,002;93,4;110,928;4335;321,4;1218,4;250
;5550 Mittelwert;6;0,5;;20;40;69,502;113,946;130,08;32,754;5,508;5,606;1,67;8,6;;26,6;118,252;28,814;120,356;196;123,996;7764;425,4;1546,6;250
;5551 Mittelwert;6;0,6;;20;40;67,658;110,108;136,11;37,134;5,508;5,78;1,678;9,8;;24,2;118,212;28,37;116,578;187,8;120,968;7506,6;603,6;1575,8;250
;5552 Mittelwert;6;0,7;;20;40;75,56;108,266;800,258;37,17;5,488;5,358;1,692;2,8;;14,4;114,606;28,916;114,988;88,4;120,73;3646,2;206,8;850,4;250
;5553 Mittelwert;6;0,8;;20;40;71,622;103,466;132,868;41,814;5,494;5,598;1,666;4,4;;13,2;109,992;28,702;112,7;57,8;119,998;2964,4;178,6;715,6;250
;5554 Mittelwert;6;0,9;;20;40;69,13;96,946;139,64;38,528;5,472;5,484;1,67;6,6;;16;109,35;29,242;108,422;99,6;115,708;4556;263,4;954;250
;5555 Mittelwert;6;1;;20;40;69,932;94,502;214,754;44,466;5,456;5,324;1,688;4,6;;12,8;105,054;29,498;106,64;90,6;113,81;3823,6;180,4;896,4;250
;5556 Mittelwert;7;0,5;;20;40;73,794;119,564;141,684;50,434;5,522;5,622;1,618;8,2;;24;124,424;29,262;125,028;211,2;130,158;7908,4;607,6;1860,4;250
;5557 Mittelwert;7;0,6;;20;40;70,506;113,384;116,046;31,232;5,496;5,54;1,716;11,6;;35,8;120,31;27,042;120,17;274,4;124,924;11484,2;527,6;2833;250
;5558 Mittelwert;7;0,7;;20;40;75,966;84,088;151,0775;57,486;5,49;5,596;1,586;9,75;;29;115,944;31,214;115,674;180,8;121,452;7789,4;485,4;2394,6;250
;5559 Mittelwert;7;0,8;;20;40;70,284;81,832;124,95;33,212;5,49;5,674;1,724;6,8;;24,4;110,82;27,84;114,002;197,6;120,858;8016;430,6;2366;250
;5560 Mittelwert;7;0,9;;20;40;74,725;78,196;135,9775;47,228;5,484;5,374;1,648;11,33333333;;33;109,59;29,218;110,296;224,8;117,186;8251,8;477,8;2538,4;250
;5561 Mittelwert;7;1;;20;40;76,5225;54,914;1218,696667;171,276;5,496;5,796;1,534;6,666666667;;23,5;105,1375;32,338;107,722;101,4;115,034;4360,6;115,2;1297,6;250
;5562 Mittelwert;8;0,5;;20;40;70,244;72,276;102,6133333;41,768;5,502;5,552;1,728;6,8;;17,4;126,214;26,59;127,24;197,4;132,418;6854,2;371,8;1386,6;250
;5563 Mittelwert;8;0,6;;20;40;77,408;69,026;415,19;106,446;5,504;5,888;1,6;5,666666667;;15,2;123,41;31,648;124,502;82,6;130,944;3811,4;74;925,8;250
;5564 Mittelwert;8;0,7;;20;40;74,242;86,302;143,1175;43,57;5,506;5,638;1,686;3,6;;19,4;116,176;27,824;118,51;106,2;125,704;4943,8;204,2;1245,6;250
;5565 Mittelwert;8;0,8;;20;40;71,894;62,978;216,3066667;51,998;5,516;5,516;1,69;3;;10,6;114,63;28,52;117,126;59,4;125,114;2601,8;66;589,2;250
;5566 Mittelwert;8;0,9;;20;40;63,025;98,994;528,24;102,094;5,478;5,07;1,746;3,25;;5,75;113,33;29,232;114,364;30,2;122,584;1379,6;73,6;308,6;250
;5567 Mittelwert;8;1;;20;40;77,734;90,796;296,536;100,618;5,504;5,44;1,522;4,25;;16,6;108,25;33,95;107,92;67;119,306;3683,8;69;1170;250
;5568 Mittelwert;9;0,5;;20;40;75,018;99,666;229,3625;62,076;5,516;5,552;1,666;11;;18,6;129,772;28,262;130,416;131;135,978;5177,4;454,2;716;250
;5569 Mittelwert;9;0,6;;20;40;75,018;71,806;202,9333333;63,336;5,508;5,524;1,624;11,75;;26,2;127,764;29,262;127,552;303,2;134,056;9787,8;573,6;1355;250
;5570 Mittelwert;9;0,7;;20;40;71,186;68,714;155,8566667;50,104;5,49;5,586;1,682;10,75;;22;118,434;27,788;121,694;208,2;128,728;7821,2;236,2;1399;250
;5571 Mittelwert;9;0,8;;20;40;76,336;85,674;214,0875;74,4;5,494;5,198;1,702;8;;19;117,166;27,986;117,732;190;129,72;6718,6;431,4;1018,2;250
;5572 Mittelwert;9;0,9;;20;40;69,854;78,572;263,325;51,268;5,52;5,194;1,658;7,5;;21,4;116,328;29,61;113,632;114,4;122,198;5423,8;149;1469,4;250
;5573 Mittelwert;9;1;;20;40;74,032;48,806;1553,026667;90,852;5,494;5,762;1,492;4,75;;16;110,91;33,854;111,936;71,8;122,34;3322,4;140;910,6;250
;5574 Mittelwert;10;0,5;;20;40;68,416;100,742;142,895;42,108;5,506;5,504;1,728;10,6;;29,4;133,172;26,078;134,498;367,2;140,702;12534;371;2695,2;250
;5575 Mittelwert;10;0,6;;20;40;58,634;98,634;1861,2025;113,788;5,498;5,432;1,644;5,25;;15,75;134,062;30,28;130,87;128;140,744;4932;159,2;1298;250
;5576 Mittelwert;10;0,7;;20;40;71,5625;84,926;512,7675;171,49;5,55;5,87;1,694;6;;14,75;123,7175;29,204;126,916;88,6;133,096;3470,2;248,6;955,4;250
;5577 Mittelwert;10;0,8;;20;40;75,502;86,64;530,26;69,375;5,52;5,83;1,264;7,25;;15,2;124,806;25,106;97,314;103,4;105,82;4464,6;217;744,4;243,2
;5578 Mittelwert;10;0,9;;20;40;78,128;92,266;523,866;81,8;5,52;5,678;1,662;6;;15;112,172;29,8;116,816;99,8;128,432;4437,6;197,6;1234,8;250
;5579 Mittelwert;10;1;;20;40;74,01;88,346;520,066;61,156;5,512;5,702;1,66;3;;11,4;110,472;29,662;112,992;74,8;123,702;3213,4;109,2;791;250
;5580 Mittelwert;1;0,5;;25;40;73,788;102,814;34,624;12,232;5,398;4,7125;1,602;1,75;;8,2;104,666;32,07;103,494;19,4;104,33;1359;119,2;186,8;250
;5581 Mittelwert;1;0,6;;25;40;77,494;101,65;64,302;13,572;5,446;4,5875;1,572;1,666666667;;6,6;101,986;32,384;102,994;30,8;103,946;1452,8;132;163;250
;5582 Mittelwert;1;0,7;;25;40;80,0775;102,096;33,722;12,934;5,516;5,6525;1,594;2,5;;7,75;103,665;32,392;102,692;32,8;103,55;1742,6;136,4;269;250
;5583 Mittelwert;1;0,8;;25;40;79,846;100,764;81,668;16,38;5,514;5,548;1,466;2;;7,8;100,968;35,758;101,704;21,8;103,684;1169;159,2;139,4;250
;5584 Mittelwert;1;0,9;;25;40;80,254;98,47;79,292;9,038;5,442;4,552;1,606;1,333333333;;7,2;100,332;31,696;100,81;30,8;102,336;1501,6;111,2;232,8;250
;5585 Mittelwert;1;1;;25;40;73,054;97,946;61,17;10,126;5,414;4,972;1,53;3;;8,2;101,116;33,948;100,782;22,4;102,176;1514,2;74;282,8;250
;5586 Mittelwert;2;0,5;;25;40;79,232;106,172;82,342;32,2;5,418;5,388;1,472;4;;11,6;104,99;34,962;107,304;52,6;109,358;2661,8;242,2;514;250
;5587 Mittelwert;2;0,6;;25;40;75,382;106,206;62,886;18,262;5,474;5,652;1,626;5,25;;17,2;107,616;30,536;106,826;118;108,75;4649,4;572,4;776;250
;5588 Mittelwert;2;0,7;;25;40;79,956;103,166;69,226;31,504;5,474;4,986;1,654;5;;17;106,156;30,976;105,808;105;109,504;4606,8;465;704,2;250
;5589 Mittelwert;2;0,8;;25;40;74,91;82,786;41,06;16,836;5,46;5,532;1,652;4,25;;14,6;103,696;29,762;104,612;73,4;107,602;3361;342,8;459,4;250
;5590 Mittelwert;2;0,9;;25;40;76,024;80,16;81,3475;27,628;5,494;5,596;1,59;5,333333333;;12;104,834;31,554;103,154;81,4;106,41;3634,8;382,4;773,6;250
;5591 Mittelwert;2;1;;25;40;77,528;79,318;53,3775;30;5,43;5,66;1,586;5,333333333;;14;102,37;31,862;102,576;63,4;106,818;3090,4;373;613,8;250
;5592 Mittelwert;3;0,5;;25;40;77,736;108,232;88,508;25,644;5,464;5,844;1,638;2;;7,6;110,622;30,54;111,096;39,8;112,96;1971,8;160,4;455,8;250
